variable_1,variable_2,v_cramer
MRJMDAYS,MRJYR,0.7855729129006166
MRJYR,MRJYRBFR,0.7816572147230697
DRVINMARJ,ILLMON,0.7790779431177025
ILLYR,MJSMKYR,0.7757500586716475
CAMHPROB,CAMHRCVR,0.7744824669623696
CASUPROB,CASURCVR,0.7744664196099467
ILLMON,MRJYR,0.7697468489240387
CAMHPROB,CASUPROB,0.7681160889272931
HPDRGTALK,ILLMON,0.7676806955438628
ILLMON,ILLYR,0.7624296171779453
FUMJ21,HPDRGTALK,0.7599448363665663
SVYRSUDANY,UD5ILLANY,0.7571789819750321
ILLYR,MRJYRBFR,0.7500291977886866
SVYRDUDANY,UD5ILALANY,0.7466425844531502
UD5ILALANY,UD5ILLANY,0.7465459613153673
ILIMFOTHMN,ILIMFOTHYR,0.7432467983862429
FUMJ21,ILLFLAG,0.7352182973356308
DRVINMARJ,ILIMFOTHMN,0.7340912561593113
DRVINHALL,ILLEMFLAG2,0.7326180937812019
HALLMOLST,ILLEMFLAG2,0.7319353856275956
MJSMKYR,MRJMDAYS,0.7308223765936672
ILLYR,MRJMONVAP2,0.7280671010948495
ILLYR,MRJMDAYS,0.7280671010948495
HPDRGTALK,ILIMFOTHMN,0.7265539649692496
SVYRDUDANY,SVYRSUDANY,0.7251741284152065
ILIMFOTHMN,MRJYR,0.7248174064743441
MRJMDAYS,MRJMONVAP2,0.7245229740461323
ILIMFOTHMN,ILLYR,0.722728444938167
MJSMKYR,MRJMONVAP2,0.7220976168511066
FUNICVAP18,FUNICVAP21,0.716197302637578
ILLANDALC,MJSMKYR,0.7103642072642867
CATAG7,SEXAGE,0.7073244306414487
DRVINDETAG,SEXAGE,0.7073244306414487
CATAG3,SEXAGE,0.7071067811865476
CATAG3,DRVINDETAG,0.7071067811865476
CATAGE,DRVINDETAG,0.7071067811865475
CATAGE,SEXAGE,0.7071067811865475
ILLMON,MJSMKYR,0.7069204453440121
CAMHPROB2,CASUPROB,0.7054190263502982
ILIMFOTHYR,MRJYRBFR,0.7038575237112326
ILLANDALC,MRJYRBFR,0.6995149299880075
CATAG2,ENRLCOLLFT2,0.6993708370895153
CATAG2,ENRLCOLLST2,0.6993708370895153
DRVINAGE,ENRLCOLLFT2,0.6993708370895153
DRVINAGE,ENRLCOLLST2,0.6993708370895153
CAMHPROB2,LVLDIFMEM2,0.6977243514706465
CAMHPROB2,CASURCVR,0.6964441782562749
DRVINMARJ,MJVAPFLAG,0.6960435842351335
ILIMFOTHYR,MJSMKYR,0.6903189740381939
MJSMKYR,MRJYRBFR,0.6853891733855123
ILLANDALC,ILLMON,0.6841426942442287
NICVAPFLAG,NICVAPYR,0.6831029491161583
MJVAPFLAG,MRJYRBFR,0.6802319626223269
ILIMFOTHYR,ILLMON,0.6784653358176465
HPDRGTALK,MJVAPFLAG,0.6754907530293299
FUMJ21,ILIMFOTHFG,0.6708640892616815
MJVAPFLAG,MRJYDAYS,0.6687008029150385
CASUPROB,RCVYMHPRB,0.6669909774634093
ILLANDALC,MRJMDAYS,0.6658717361308993
ILLANDALC,MRJMONVAP2,0.6657976254175
CASURCVR,RCVYMHPRB,0.6620030882294956
CAMHPROB2,LVLDIFCARE2,0.6613484573164076
ILIMFOTHMN,MJSMKYR,0.6599233856529022
CAMHPROB2,LVLDIFCOMM2,0.6573099498124614
ILLMON,MRJYRBFR,0.6540362069635866
MJVAPFLAG,MRJYR,0.6530171065704334
IRPYSEV5MRJ,UD5ILALANY,0.6511170018446317
ILIMFOTHMN,ILLANDALC,0.6490133665499261
ILIMFOTHYR,MRJMONVAP2,0.6478919633740683
ILIMFOTHYR,MRJMDAYS,0.6478919633740683
LVLDIFMEM2,RCVYMHPRB,0.6395213589527559
MRJYDAYS,UD5ILLANY,0.6343939189368765
ILIMFOTHMN,MRJYRBFR,0.6321190963843843
MRJMONVAP2,MRJYDAYS,0.6320164590350779
CAMHRCVR,CASUPROB,0.6318710516795899
CAMHPROB,CASURCVR,0.6306823737551253
ILLYR,MJVAPFLAG,0.6280490610422109
MRJMLU,MRJYR,0.625590013597376
LVLDIFCARE2,RCVYMHPRB,0.6234503239510426
LVLDIFCOMM2,RCVYMHPRB,0.6213907466070314
ILLYR,MRJMLU,0.6147569554282573
IRPYSEV5MRJ,SVYRSUDANY,0.6140979581217183
CBDHMPFLAG,ILIMFOTHFG,0.609746393222121
NICVAPFLAG,TOBVAPONL2,0.6077991056167792
ILIMFOTHFG,ILIMFOTHYR,0.6059055855495012
FUNICVAP21,NICVAPFLAG,0.6049183208545045
MJSMKYR,MJVAPFLAG,0.603620763309248
MJVAPFLAG,MRJMONVAP2,0.6020062768222034
MRJMDAYS,UD5ILLANY,0.6019933585272126
DRVINMARJ,HPDRGTALK,0.5999096880356372
ILLANDALC,MJVAPFLAG,0.5986335705217602
ILIMFOTHYR,MRJMLU,0.5959551519091311
MRJFLAG,MRJYDAYS,0.5937535709994728
MRJFLAG,MRJYR,0.5936946979390039
ILLEMFLAG2,ILLFLAG,0.5922061394960473
ILLFLAG,ILLYR,0.5908977554945976
CAMHPROB,LVLDIFMEM2,0.5886686467065334
CBDHMPFLAG,DRVINMARJ,0.587156449141887
ILLYR,MRJFLAG,0.5863665671555849
CBDHMPFLAG,MRJYRBFR,0.5861155161712402
DRVINDETAG,ENRLCOLLST2,0.5858188396213598
NICVPMDAYS,TOBVAPONL2,0.5845346804725798
CBDHMPFLAG,ILIMFOTHYR,0.5831293871785352
ILIMFOTHYR,MJVAPFLAG,0.5813804079987634
ILIMFOTHYR,ILLFLAG,0.5802974994680451
IRMARIT,NOMARR2,0.5792764099829242
MRJMDAYS,MRJYDAYS,0.5781148610430492
MJVAPFLAG,MRJMDAYS,0.5775396244020049
IRPYSEV5MRJ,MJSMKYR,0.5760109149886459
CAMHRCVR,CASURCVR,0.5758482720702907
ILLMON,IRPYSEV5MRJ,0.5745380703168425
CBDHMPFLAG,HPDRGTALK,0.573559686459788
CAMHPROB,LVLDIFCARE2,0.5732622687796624
CATAG7,ENRLCOLLFT2,0.5732119977751367
DRVINDETAG,ENRLCOLLFT2,0.5732119977751367
DRVINMARJ,MRJMONVAP2,0.5727812080321175
ILIMFOTHYR,MRJFLAG,0.5721155173280433
DRVINMARJ,UD5ILLANY,0.5720095234618465
MJVAPFLAG,MRJMLU,0.571978951323007
ILLMON,MRJMLU,0.571056489470704
ILLANDALC,MRJMLU,0.5709031274602516
ILLMON,MJVAPFLAG,0.5679753171561931
HPDRGTALK,MRJYRBFR,0.5675107439051352
NICVAPFLAG,NICVPMDAYS,0.5663572099622552
CAMHPROB,LVLDIFCOMM2,0.5653737965165
MJVAPFLAG,MRJFLAG,0.5644074337583499
ILLMON,SVYRDUDANY,0.5644039717548278
CATAG2,NOMARR2,0.5636226973444802
DRVINAGE,NOMARR2,0.5636226973444802
CATAG2,IRMARIT,0.5632525797633454
DRVINAGE,IRMARIT,0.5632525797633454
ILLMON,UD5ILLANY,0.5623063523822583
DRVINMARJ,MRJYRBFR,0.5600131383608234
HPDRGTALK,ILLEMFLAG2,0.5596803974458874
MRJMONVAP2,UD5ILLANY,0.5565152871117919
CASUPROB,LVLDIFCARE2,0.5561480204203689
CASUPROB,LVLDIFMEM2,0.5557317509479321
CASUPROB,LVLDIFCOMM2,0.5528415623737414
CBDHMPFLAG,MRJMLU,0.552710388684547
CBDHMPFLAG,MRJFLAG,0.5490503142527603
ILLFLAG,MRJYDAYS,0.5476959252275265
ILLFLAG,MRJYR,0.5476366150320879
ILIMFOTHMN,MJVAPFLAG,0.5428839276701262
ILIMFOTHFG,ILLEMFLAG2,0.5403684553491913
ILLANDALC,MRJFLAG,0.5394989703496055
ILIMFOTHFG,ILLYR,0.5391745802508321
ILIMFOTHMN,MRJMLU,0.5390732600831916
IRPYSEV5MRJ,MRJYR,0.5375724213622243
HPDRGTALK,MRJMONVAP2,0.5356881218598181
FUMJ21,MJVAPFLAG,0.5355425843112338
IRMCDCHP,IRPRVHLT,0.53539862010811
MJSMKYR,SVYRDUDANY,0.5352105383038317
MJSMKYR,UD5ILLANY,0.533084315836222
ILIMFOTHMN,IRPYSEV5MRJ,0.5302242990275747
ILLANDALC,ILLFLAG,0.5273650371313631
FUMJ21,MRJYDAYS,0.5268634358589165
ILIMFOTHMN,SVYRDUDANY,0.5248085002143916
ILIMFOTHMN,UD5ILLANY,0.5231028130506328
CAMHPROB2,INHOSPYR,0.5230804628306567
MRJYDAYS,UD5ILALANY,0.5221544428845948
ILLFLAG,MJVAPFLAG,0.5206210555684557
FUMJ21,MRJYR,0.5203576543375282
CBDHMPFLAG,ILLFLAG,0.5193014367355905
FUMJ21,ILLYR,0.5148304372139847
ILLYR,SVYRDUDANY,0.5122393484139951
HPDRGTALK,UD5ILLANY,0.5116093058988419
DRVINMARJ,UD5ILALANY,0.5109972526075043
ILLYR,UD5ILLANY,0.510919265234883
CATAG7,FUNICVAP21,0.510694858836592
CATAG3,FUNICVAP21,0.5106000977559043
CATAGE,FUNICVAP21,0.5105434822675712
MJSMKYR,MRJMLU,0.5101558856291446
INHOSPYR,RCVYMHPRB,0.5043900363217267
MRJYR,SVYRDUDANY,0.5009303417717976
DRVINMARJ,ILLEMFLAG2,0.5008185755111465
MRJYR,UD5ILLANY,0.4998291157990623
ILIMFOTHFG,MRJYDAYS,0.49975987650783626
ILIMFOTHFG,MRJYR,0.4996996018318965
ILLYR,IRPYSEV5MRJ,0.4982208373307907
MJSMKYR,MRJFLAG,0.49696487737395245
ENRLCOLLST2,SEXAGE,0.49692529193356494
ENRLCOLLFT2,SEXAGE,0.4967416053210862
FUMJ21,ILIMFOTHYR,0.495764435511907
ILLEMFLAG2,MRJYRBFR,0.4957503582677333
CBDHMPFLAG,MJVAPFLAG,0.4953002466096439
MJVAPFLAG,NICVAPFLAG,0.4945625019895933
CATAGE,ENRLCOLLST2,0.4945298614701086
CATAGE,ENRLCOLLFT2,0.4945298614701086
CATAG3,ENRLCOLLFT2,0.4945298614701085
DRVINDETAG,FUNICVAP21,0.49438164057929107
FUNICVAP21,SEXAGE,0.49422821446639886
CATAG2,FUNICVAP21,0.49414679424165964
DRVINAGE,FUNICVAP21,0.49414679424165964
CBDHMPFLAG,MRJYDAYS,0.4929074348814273
CBDHMPFLAG,MRJYR,0.49125913182673797
ILLMON,SVYRSUDANY,0.4909254539626689
MRJMDAYS,UD5ILALANY,0.48770374932729554
FUMJ21,MJSMKYR,0.48722086049934127
ILLYR,SVYRSUDANY,0.48493608074238026
MRJMLU,MRJYRBFR,0.48150315073945343
CBDHMPFLAG,ILLYR,0.48134054697479023
ILIMFOTHFG,ILLANDALC,0.48120214932304056
ILLMON,UD5ILALANY,0.47941795446606766
MJSMKYR,SVYRSUDANY,0.4791137536520681
HPDRGTALK,UD5ILALANY,0.47899099916455157
CATAG7,ENRLCOLLST2,0.47831907959388825
ILLYR,UD5ILALANY,0.47684243397351794
CBDHMPFLAG,ILIMFOTHMN,0.47650649695701774
ILIMFOTHFG,MJVAPFLAG,0.4750483837502086
INHOSPYR,LVLDIFMEM2,0.4750453930684241
FUMJ21,ILLEMFLAG2,0.4738192800069681
ILLEMFLAG2,MRJMLU,0.47346716333744443
INHOSPYR,LVLDIFCARE2,0.4732950546287919
FUMJ21,ILLANDALC,0.47203703421411136
INHOSPYR,LVLDIFCOMM2,0.4710640484069507
DRVINMARJ,MRJYDAYS,0.47041694278816804
ILLMON,MRJFLAG,0.4698234518048924
MRJMONVAP2,UD5ILALANY,0.46934000599189085
ILLEMFLAG2,MRJFLAG,0.4693131082413447
ILIMFOTHMN,MRJFLAG,0.4687379922233936
MRJMONVAP2,MRJYRBFR,0.4686746843938021
MRJYRBFR,UD5ILLANY,0.46859546250963685
MJSMKYR,UD5ILALANY,0.46849420150571003
MRJYR,SVYRSUDANY,0.4668833984925791
MRJFLAG,MRJMDAYS,0.466436722315199
MRJFLAG,MRJMONVAP2,0.466436722315199
IRPYSEV5MRJ,MJVAPFLAG,0.4656268510228409
DRVINHALL,FUMJ21,0.4648523803471016
FUMJ21,HALLMOLST,0.46458659242667083
ILLEMFLAG2,ILLYR,0.46451480697577785
FUNICVAP21,NICVAPYR,0.4636409118491677
DRVINHALL,HALLMOLST,0.46355951875782825
ILIMFOTHMN,SVYRSUDANY,0.46265635289767365
MRJYR,UD5ILALANY,0.4602823797826561
ILIMFOTHYR,SVYRDUDANY,0.45947111346134417
ILIMFOTHYR,UD5ILLANY,0.45841981386155267
ILLFLAG,MJSMKYR,0.4584096850947483
CBDHMPFLAG,FUMJ21,0.4558773333921585
DRVINHALL,ILLYR,0.45518685351691507
ILIMFOTHMN,ILLFLAG,0.45266652758902065
MRJYRBFR,UD5ILALANY,0.4524787664720287
ILIMFOTHMN,UD5ILALANY,0.45233570391598404
DRVINMARJ,NICVAPFLAG,0.45171298495204487
ILLANDALC,SVYRSUDANY,0.4516323494260555
DRVINHALL,MJVAPFLAG,0.45137165376857397
CBDHMPFLAG,ILLANDALC,0.451177151888049
ILLFLAG,ILLMON,0.45053766067036405
HALLMOLST,MJVAPFLAG,0.4505184536106405
ILIMFOTHFG,ILIMFOTHMN,0.4503547571228095
CATAGE,NOMARR2,0.4494299266931042
MJVAPFLAG,SVYRDUDANY,0.4489741731265831
MJVAPFLAG,UD5ILLANY,0.44694439422472687
HPDRGTALK,NICVAPFLAG,0.44684285687997377
HALLMOLST,ILLYR,0.44611548936242496
ILLANDALC,IRPYSEV5MRJ,0.4460999790136596
ILIMFOTHYR,ILLEMFLAG2,0.44609220242247555
CATAGE,IRMARIT,0.4448924210487131
ILIMFOTHYR,SVYRSUDANY,0.444581090281004
FUMJ21,ILLMON,0.4436133627653421
ILIMFOTHYR,IRPYSEV5MRJ,0.44335649283796735
FUMJ21,MRJMDAYS,0.4420600693386536
ILLANDALC,UD5ILALANY,0.44184110180396974
ILLANDALC,SVYRDUDANY,0.4415785290822563
MRJYRBFR,NICVAPFLAG,0.4404277323485313
FUMJ21,MRJMONVAP2,0.4397327892609439
DRVINHALL,ILLMON,0.43963515721727525
ILLANDALC,UD5ILLANY,0.43951975891041845
DRVINHALL,MRJFLAG,0.43851350309427434
ILIMFOTHYR,UD5ILALANY,0.43826524581981374
HALLMOLST,MRJFLAG,0.437604153401462
DRVINHALL,ILLANDALC,0.43750032901571606
MJVAPFLAG,SVYRSUDANY,0.43565943478283803
FUMJ21,ILIMFOTHMN,0.43535871223220846
IRPYSEV5MRJ,MRJMONVAP2,0.43519009491048755
DRVINMARJ,MRJMLU,0.435123187786363
CAMHPROB,INHOSPYR,0.43411280166853566
CATAG7,FUNICVAP18,0.433966252165687
HPDRGTALK,MRJYDAYS,0.43381204410775753
CASUPROB,INHOSPYR,0.4333632875630076
FUNICVAP18,NICVAPFLAG,0.4332738314608497
DRVINHALL,ILLFLAG,0.433085223447519
HALLMOLST,ILLFLAG,0.4324123069436305
DRVINDETAG,FUNICVAP18,0.4322309720116768
ILLFLAG,MRJMONVAP2,0.43025508336478635
ILLFLAG,MRJMDAYS,0.43025508336478635
HALLMOLST,ILLANDALC,0.4286962836513664
HPDRGTALK,INHOSPYR,0.42709076304157506
MJVAPFLAG,UD5ILALANY,0.42693372946652247
DRVINHALL,ILIMFOTHYR,0.4245096887915832
DRVINHALL,MRJYR,0.4238064548511236
DRVINHALL,ILIMFOTHMN,0.4232564978890304
CATAG3,FUNICVAP18,0.4220563748720142
CATAGE,FUNICVAP18,0.42204598055589654
HALLMOLST,ILLMON,0.4207295692988443
FUNICVAP18,SEXAGE,0.42053649651413044
DRVINAGE,FUNICVAP18,0.42016052398786785
CATAG2,FUNICVAP18,0.42016052398786785
FUMJ21,NICVAPFLAG,0.4199782953612422
CAMHRCVR,LVLDIFMEM2,0.41958535700587646
HALLMOLST,MRJYR,0.4189348185879015
ILIMFOTHFG,MJSMKYR,0.4182815104787836
HALLMOLST,ILIMFOTHYR,0.417992850847142
MRJMLU,MRJMONVAP2,0.41790198725924077
ILLANDALC,ILLEMFLAG2,0.4161040750825992
DRVINHALL,MJSMKYR,0.4150656031536986
DRVINMARJ,MRJMDAYS,0.4143374388964736
IRPYSEV5MRJ,MRJYDAYS,0.4111549623819916
ILIMFOTHFG,ILLMON,0.41109840258807206
CBDHMPFLAG,ILLMON,0.41104279001978333
CBDHMPFLAG,MRJMONVAP2,0.41048712557467615
HALLMOLST,MJSMKYR,0.40969156139969304
FUNICVAP21,TOBVAPONL2,0.4089272238464874
CBDHMPFLAG,MRJMDAYS,0.40848093539093355
ILLEMFLAG2,MJVAPFLAG,0.40843575769066
HALLMOLST,ILIMFOTHMN,0.40749787774696355
CBDHMPFLAG,MJSMKYR,0.40715651176823375
FUNICVAP21,NICVPMDAYS,0.4069998773591779
MRJYDAYS,NICVAPFLAG,0.4068188810239703
MJVAPFLAG,NICVAPYR,0.4066707226694782
MRJMLU,NICVAPFLAG,0.40446746939575495
CATAG3,ENRLCOLLST2,0.40378194105700566
PREGSTAT,SEXAGE,0.40275663084375984
PREGST,SEXAGE,0.40254956719491103
MRJFLAG,NICVAPFLAG,0.40177164100410007
DRVINDETAG,NOMARR2,0.4012005700493531
DRVINDETAG,IRMARIT,0.40083150203816154
CAMHRCVR,LVLDIFCARE2,0.3991257799320815
NOMARR2,SEXAGE,0.39900746119422315
IRMARIT,SEXAGE,0.39873587517707404
ILLYR,NICVAPFLAG,0.39653490445853495
CAMHRCVR,LVLDIFCOMM2,0.39630431855172954
MRJYR,NICVAPFLAG,0.3957209465926726
MRJMONVAP2,SVYRDUDANY,0.39535102356595164
DRVINHALL,ILIMFOTHFG,0.3953428648731367
HALLMOLST,ILIMFOTHFG,0.39477142284245603
MJSMKYR,NICVAPFLAG,0.39430072400228655
ILIMFOTHFG,MRJMONVAP2,0.39259782193911347
ILIMFOTHFG,MRJMDAYS,0.39259782193911347
ILLEMFLAG2,ILLMON,0.3917491835681968
ILLEMFLAG2,MRJYDAYS,0.3911360378414118
IRPYSEV5MRJ,MRJMDAYS,0.39031294950849627
INHOSPYR,PREGSTAT,0.3891208864703301
INHOSPYR,MRJYRBFR,0.3876854456655787
CASURCVR,LVLDIFMEM2,0.3874789706175438
CATAG3,IRMARIT,0.3869149331030461
MJVAPFLAG,TOBVAPONL2,0.3866714121757769
ILIMFOTHMN,ILLEMFLAG2,0.38562277165822295
CATAG3,NOMARR2,0.38490769022535637
CASURCVR,LVLDIFCARE2,0.3838699425876352
ILLFLAG,NICVAPFLAG,0.383444131298373
CASURCVR,LVLDIFCOMM2,0.38266336519138006
CAMHPROB2,MRJYRBFR,0.3809718607678441
HPDRGTALK,MRJMDAYS,0.38004960226586443
ENRLCOLLST2,FUNICVAP18,0.37762430072220166
DRVINHALL,UD5ILLANY,0.3774417331378842
ENRLCOLLFT2,FUNICVAP18,0.3764496558561603
MJSMKYR,TOBVAPONL2,0.37508759769659417
ILLEMFLAG2,MRJYR,0.3747332710283497
ILLANDALC,NICVAPFLAG,0.374725610164281
CBDHMPFLAG,ILLEMFLAG2,0.37047507256431095
MRJYDAYS,SVYRDUDANY,0.36935897877350593
CATAG7,NOMARR2,0.3688847009878661
HALLMOLST,UD5ILLANY,0.3678468092215404
ILIMFOTHYR,NICVAPFLAG,0.3670227091493581
DRVINMARJ,NICVAPYR,0.36591684770179433
CATAG7,IRMARIT,0.3651195466580978
ILLEMFLAG2,SVYRSUDANY,0.36495460593757434
CBDHMPFLAG,DRVINHALL,0.3634347926640932
DRVINMARJ,IRPYSEV5MRJ,0.36323446435966966
CBDHMPFLAG,HALLMOLST,0.3627979696319068
MJVAPFLAG,NICVPMDAYS,0.3626583730172524
FUNICVAP21,MJVAPFLAG,0.3625675562393482
DRVINHALL,UD5ILALANY,0.36108899579991843
HPDRGTALK,NICVAPYR,0.3602696910846601
FUMJ21,SVYRSUDANY,0.3602537905828756
MRJMLU,UD5ILALANY,0.3594690436373236
MRJYDAYS,NICVAPYR,0.35775304817999204
MRJYDAYS,MRJYRBFR,0.35728617914838234
FUNICVAP18,NICVAPYR,0.3570606406424218
ILIMFOTHFG,NICVAPFLAG,0.3570241843279956
MRJMONVAP2,NICVAPFLAG,0.3569138357346755
CASUPROB,ILLEMFLAG2,0.3565607018077745
CASURCVR,ILLEMFLAG2,0.35655587482355666
FUMJ21,TOBVAPONL2,0.3563582172101374
ENRLCOLLST2,FUNICVAP21,0.3558394503827664
MRJFLAG,SVYRSUDANY,0.3555714274849875
ILLEMFLAG2,MRJMDAYS,0.35539404839309047
MRJMLU,MRJYDAYS,0.35498276002140977
HALLMOLST,UD5ILALANY,0.35461340215168863
FUMJ21,UD5ILALANY,0.354197298774783
ILLEMFLAG2,MRJMONVAP2,0.3529741495506709
MRJFLAG,UD5ILALANY,0.3528878830750374
ENRLCOLLFT2,FUNICVAP21,0.35286911988755815
HPDRGTALK,MRJMLU,0.3525176245510209
MJSMKYR,NICVAPYR,0.3524726342633736
CAMHRCVR,INHOSPYR,0.35244451414076733
ILLEMFLAG2,UD5ILALANY,0.3505920016966361
INHOSPYR,PREGST,0.35020653771039634
ILLMON,NICVAPFLAG,0.34988154503780877
CASURCVR,INHOSPYR,0.3498379322035371
MRJMDAYS,SVYRDUDANY,0.3492719449374876
ILLFLAG,SVYRSUDANY,0.34926041323177776
ILLEMFLAG2,MJSMKYR,0.34839011715062185
ILLYR,TOBVAPONL2,0.3469552223200118
ILLFLAG,UD5ILALANY,0.3466785939050288
INHOSPYR,RKFQDBLT,0.3463166709610587
MRJMDAYS,NICVAPFLAG,0.3462376384604698
CAMHPROB2,PREGSTAT,0.3459492300851194
ILLMON,TOBVAPONL2,0.3458226788318107
MRJMONVAP2,NICVAPYR,0.3433743221717793
TOBVAPONL2,UD5ILALANY,0.34284624857875745
MRJYRBFR,NICVAPYR,0.3427496693331939
MRJMLU,UD5ILLANY,0.34258727037715203
MRJYR,TOBVAPONL2,0.3421042570806971
ILLEMFLAG2,SVYRDUDANY,0.3418920728336983
NICVAPFLAG,SVYRSUDANY,0.3416704613321635
FUMJ21,SVYRDUDANY,0.3407081879692516
ILLYR,NICVAPYR,0.3404208789813995
MRJYRBFR,RCVYMHPRB,0.3403616685874533
MRJYR,NICVAPYR,0.34001002273003417
MRJMONVAP2,SVYRSUDANY,0.339390066767231
FUMJ21,UD5ILLANY,0.3389793610553961
CAMHPROB2,PREGST,0.33802068423897674
FUMJ21,IRPYSEV5MRJ,0.33785195306377336
DRVINMARJ,SVYRDUDANY,0.337812557660995
ILLEMFLAG2,UD5ILLANY,0.3365629335281394
ILIMFOTHMN,NICVAPFLAG,0.3359395728411637
CASURCVR,UD5ILALANY,0.3354244960248593
MRJMDAYS,MRJYRBFR,0.3342714441615206
NICVAPYR,SVYRSUDANY,0.33380941135966596
TOBVAPONL2,UD5ILLANY,0.33297004423466
NICVAPFLAG,UD5ILALANY,0.3315433052113118
FUNICVAP18,NICVPMDAYS,0.33128937953558096
FUNICVAP18,TOBVAPONL2,0.33110025824653333
ILIMFOTHMN,TOBVAPONL2,0.32720126641044056
CAMHPROB2,HPDRGTALK,0.3263635922172902
FUNICVAP21,NOMARR2,0.3262839600658913
FUNICVAP21,IRMARIT,0.3250830704099906
FUMJ21,NICVAPYR,0.32437883175124643
PREGSTAT,RCVYMHPRB,0.32345631076184544
ILLANDALC,NICVAPYR,0.32292207826496844
ILIMFOTHFG,SVYRSUDANY,0.3226517082933329
MRJFLAG,SVYRDUDANY,0.3219534369248676
MRJFLAG,UD5ILLANY,0.3214542629656272
MRJFLAG,TOBVAPONL2,0.32144841654441103
ILIMFOTHFG,UD5ILALANY,0.32054231434210023
CAMHPROB2,RKFQDBLT,0.31962277664586236
IRPYSEV5MRJ,MRJFLAG,0.31918554485465395
CASUPROB,UD5ILALANY,0.3188124678300537
CBDHMPFLAG,NICVAPFLAG,0.3183900768421652
