variable,etiqueta_codebook,modulo,tipo_version,n_informativos,pct_valores_informativos,es_tecnica,es_residual,es_sensibilidad,decision_funcional
IISTMNMINIT,PAST YR INITIATE STIMULANT MISUSE - IMPUTATION INDICATOR,AGE/DATE OF FIRST DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IISTMNMYFU,STIMULANTS YEAR OF FIRST MISUSE - IMPUTATION INDICATOR,AGE/DATE OF FIRST DRUG USE,Original u otra,357,0.755,True,False,False,Excluir: variable técnica o de control
IITRQNMAGE,TRANQUILIZER AGE OF FIRST MISUSE - IMPUTATION INDICATOR,AGE/DATE OF FIRST DRUG USE,Original u otra,284,0.6,True,False,False,Excluir: variable técnica o de control
IITRQNMINIT,PAST YR INITIATE TRANQUILIZER MISUSE - IMPUTATION INDICATOR,AGE/DATE OF FIRST DRUG USE,Original u otra,47299,100.0,True,False,False,Excluir: variable técnica o de control
IITRQNMYFU,TRANQUILIZER YEAR OF FIRST MISUSE - IMPUTATION INDICATOR,AGE/DATE OF FIRST DRUG USE,Original u otra,284,0.6,True,False,False,Excluir: variable técnica o de control
ALDYSFG,REVISION INDICATOR FOR ALCDAYS,ALCOHOL,Original u otra,22,0.047,True,False,False,Excluir: variable técnica o de control
ALFQFLG,TRIMMED ALCYRTOT IF R USED < 12 MOS,ALCOHOL,Original u otra,284,0.6,True,False,False,Excluir: variable técnica o de control
ALTOTFG,TRIMMING INDICATOR FOR ALCYRTOT,ALCOHOL,Original u otra,279,0.59,True,False,False,Excluir: variable técnica o de control
BLRECFL2,INCONSISTENCY BETW BLNTREC AND INCIDENCE DATA,BLUNTS,Original u otra,43,0.091,True,False,False,Excluir: variable técnica o de control
CCFQFLG,TRIMMED COCYRTOT IF R USED < 12 MOS,COCAINE,Original u otra,27,0.057,True,False,False,Excluir: variable técnica o de control
CCTOTFG,TRIMMING INDICATOR FOR COCYRTOT,COCAINE,Original u otra,3,0.006,True,False,False,Excluir: variable técnica o de control
EIBINGAGE,EDITING INDICATOR FOR CABINGAGE,CONSUMPTION OF ALCOHOL,Original u otra,0,0.0,True,False,False,Excluir: variable técnica o de control
EIBINGMFU,EDITING INDICATOR FOR CABINGMFU,CONSUMPTION OF ALCOHOL,Original u otra,0,0.0,True,False,False,Excluir: variable técnica o de control
EIBINGYFU,EDITING INDICATOR FOR CABINGYFU,CONSUMPTION OF ALCOHOL,Original u otra,0,0.0,True,False,False,Excluir: variable técnica o de control
CRFQFLG,TRIMMED CRKYRTOT IF R USED < 12 MOS,CRACK,Original u otra,6,0.013,True,False,False,Excluir: variable técnica o de control
CRTOTFG,TRIMMING INDICATOR FOR CRKYRTOT,CRACK,Original u otra,3,0.006,True,False,False,Excluir: variable técnica o de control
HALFQFLG,TRIMMED HALLUCYFQ IF R USED < 12 MOS,HALLUCINOGENS,Original u otra,49,0.104,True,False,False,Excluir: variable técnica o de control
HALTOTFG,TRIMMING INDICATOR FOR HALLUCYFQ,HALLUCINOGENS,Original u otra,3,0.006,True,False,False,Excluir: variable técnica o de control
HRFQFLG,TRIMMED HERYRTOT IF R USED < 12 MOS,HEROIN,Original u otra,3,0.006,True,False,False,Excluir: variable técnica o de control
HRTOTFG,TRIMMING INDICATOR FOR HERYRTOT,HEROIN,Original u otra,5,0.011,True,False,False,Excluir: variable técnica o de control
IIAMDEIMP,ADULT: MDE WITH SEVERE ROLE IMPAIRMENT - IMP IND,IMPUTED ADULT DEPRESSION,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAMDELT,ADULT: LIFETIME MAJOR DEPRESSIVE EPISODE (MDE) - IMP IND,IMPUTED ADULT DEPRESSION,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAGADANNOY,EASILY ANNOYED OR IRRITABLE LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAGADAWFUL,AFRAID SOMETHING AWFUL MIGHT HAPPEN LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAGADNRVANX,"NERVOUS, ANXIOUS, OR ON EDGE LAST 2 WKS - IMP IND",IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAGADNTSTOP,NOT ABLE TO STOP OR CONTROL WORRYING LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAGADRSTLSS,HARD TO SIT STILL BECAUSE RESTLESS LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAGADTRBRLX,HAD TROUBLE RELAXING LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIAGADWRYMCH,WORRIED TOO MUCH ABOUT DIFF THINGS LAST 2 WKS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDSTCHR12,HOW OFTEN FELT COULDN'T BE CHEERED UP WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,15813,33.432,True,False,False,Excluir: variable técnica o de control
IIDSTCHR30,HOW OFTEN FELT COULDN'T BE CHEERED UP PST 30 DYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDSTEFF12,HOW OFTEN FELT EVERYTHING EFFORT WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,15813,33.432,True,False,False,Excluir: variable técnica o de control
IIDSTEFF30,HOW OFTEN FELT EVERYTHING EFFORT PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDSTHOP12,HOW OFTEN FELT HOPELESS WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,15813,33.432,True,False,False,Excluir: variable técnica o de control
IIDSTHOP30,HOW OFTEN FELT HOPELESS PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDSTNGD12,HOW OFTEN FELT DOWN/WTHLSS/NO GOOD WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,15813,33.432,True,False,False,Excluir: variable técnica o de control
IIDSTNGD30,HOW OFTEN FELT DOWN/WTHLSS/NO GOOD PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDSTNRV12,HOW OFTEN FELT NERVOUS WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,15813,33.432,True,False,False,Excluir: variable técnica o de control
IIDSTNRV30,HOW OFTEN FELT NERVOUS PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDSTRST12,HOW OFTEN FELT RESTLESS/FIDGETY WRST MONTH - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,15813,33.432,True,False,False,Excluir: variable técnica o de control
IIDSTRST30,HOW OFTEN FELT RESTLESS/FIDGETY PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIDSTWORST,MONTH IN PAST 12 MOS FELT WORSE THAN PAST 30 DAYS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIIMPCONCN,DIFFICULTY CONCENTRATING ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPGOUT,DIFFICULTY GOING OUT ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPGOUTM,EMOTIONAL PROBLEMS KEEP YOU FROM LEAVING HOUSE - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPHHLD,DIFFICULTY HHLD RESPONS ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPHHLDM,EMOTIONAL PROBLEMS KEEP YOU FROM HHLD RESP - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPPEOP,DIFFICULTY DEALING W STRNGERS ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPPEOPM,EMOTIONAL PRBLMS KEEP YOU FROM DEALING W STRNGRS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPREMEM,DIFFICULTY REMEMBERING ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPRESP,DIFFICULTY WORK RESPONS ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPRESPM,EMOTIONAL PROBLEMS KEEP YOU FROM WORK OR SCHOOL - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPSOC,DIFFICULTY PART IN SOCIAL ACT ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPSOCM,EMOTIONAL PROBLEMS KEEP YOU FROM SOCIAL ACT - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IIIMPWORK,DIFFICULTY DOING DAILY WORK ONE MO IN PST 12 MOS - IMP IND,IMPUTED ADULT MENTAL HEALTH,Imputada,36841,77.89,True,False,False,Excluir: variable técnica o de control
IISUTDETOX,RCVD DETOX SRVCS FOR SUB USE WITHDRAWAL SYMPT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,34557,73.061,True,False,True,Excluir: variable técnica o de control
IISUTERED,SEEN IN EMERGENCY ROOM/DEPT FOR SUBSTANCE USE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTINHOSP2,RCVD SUB TRMT AT HOSPITAL AS INPATIENT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42259,89.344,True,False,True,Excluir: variable técnica o de control
IISUTINOPL2,RCVD SUB TRMT AT OTHER PLACE AS INPATIENT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42263,89.353,True,False,True,Excluir: variable técnica o de control
IISUTINRHAB2,RCVD SUB TRMT AT RSDNTL SUB REHAB/TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTINRSMH2,RCVD SUB TRMT AT RSDNTL MNTL HLTH TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTODRVMED,TREATED WITH OVERDOSE REVERSAL MEDICATION - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,35246,74.517,True,False,True,Excluir: variable técnica o de control
IISUTOPDOC2,RCVD SUB TRMT AT GENERAL MEDICAL OFFICE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42263,89.353,True,False,True,Excluir: variable técnica o de control
IISUTOPHOSP2,RCVD SUB TRMT AT HOSPITAL AS OUTPATIENT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTOPMHCR2,RCVD SUB TRMT AT OUTPTNT MNTL HLTH TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTOPOPL2,RCVD SUB TRMT AT OTHER PLACE AS OUTPATIENT - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTOPRHAB2,RCVD SUB TRMT AT OUTPTNT SUB REHAB/TRMT CTR - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTOPSCHL2,RCVD SUB TRMT AT SCHOOL HEALTH/COUNSELING - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTOPTHRP2,RCVD SUB TRMT AT THERAPIST OFFICE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTPEERSPC,RCVD SUB USE HELP FM PEER SUPP SPCLST/RCVY COACH-PY-IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42264,89.355,True,False,True,Excluir: variable técnica o de control
IISUTPHVID,RCVD PHONE/VIDEO SVCS FOR SUB USE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42263,89.353,True,False,True,Excluir: variable técnica o de control
IISUTRXALC,USED RX MED TO HELP CUT BACK OR STOP ALCOHOL USE - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,39164,82.801,True,False,True,Excluir: variable técnica o de control
IISUTRXDRG,USED RX MED TO HELP CUT BACK/STOP HER/PNR USE - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,24503,51.804,True,False,True,Excluir: variable técnica o de control
IISUTSUPPGRP,PARTICIPATED IN SUPPORT GRP FOR SUBSTANCE USE - PY - IMP IND,IMPUTED ALCOHOL AND DRUG TREATMENT,Imputada,42262,89.351,True,False,True,Excluir: variable técnica o de control
IIEDUHIGHST2,EDUCATION INDICATOR - IMPUTATION INDICATOR,IMPUTED DEMOGRAPHICS,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIMARIT,IMPUTATION INDICATOR MARITAL STATUS,IMPUTED DEMOGRAPHICS,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIFLVVAPREC,ONLY FLAVORING VAPING RECENCY - IMPUTATION INDICATOR,IMPUTED EMERGING ISSUES,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIIMFREC,ILLEGALLY MADE FENTANYL RECENCY - IMPUTATION INDICATOR,IMPUTED EMERGING ISSUES,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIKRATREC,KRATOM RECENCY - IMPUTATION INDICATOR,IMPUTED EMERGING ISSUES,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IISYNMRJREC,SYNTHETIC MARIJUANA RECENCY - IMPUTATION INDICATOR,IMPUTED EMERGING ISSUES,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IISYNSTMREC,SYNTHETIC STIMULANTS RECENCY - IMPUTATION INDICATOR,IMPUTED EMERGING ISSUES,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
II2WRKST18,EMPLOYMENT STATUS 18+ - DETAILED IMPUTATION INDICATOR,IMPUTED EMPLOYMENT,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
II2WRKSTAT,EMPLOYMENT STATUS - DETAILED IMPUTATION INDICATOR,IMPUTED EMPLOYMENT,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIWRKSTAT,EMPLOYMENT STATUS - IMPUTATION INDICATOR,IMPUTED EMPLOYMENT,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIWRKSTAT18,EMPLOYMENT STATUS 18+ - IMPUTATION INDICATOR,IMPUTED EMPLOYMENT,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IICHMPUS,CHAMPUS - IMPUTATION INDICATOR,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIMCDCHP,MEDICAID/CHIP - IMPUTATION INDICATOR,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIMEDICR,MEDICARE - IMPUTATION INDICATOR,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIOTHHLT,OTHER HEALTH INSURANCE - IMPUTATION INDICATOR,IMPUTED HEALTH INSURANCE,Imputada,8152,17.235,True,False,False,Excluir: variable técnica o de control
IIPRVHLT,PRIVATE HEALTH INSURANCE - IMPUTATION INDICATOR,IMPUTED HEALTH INSURANCE,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIHH65_2,IRHH65_2-IMPUTATION INDICATOR,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIHHSIZ2,IRHHSIZ2-IMPUTATION INDICATOR,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIKI17_2,IRKI17_2-IMPUTATION INDICATOR,IMPUTED HOUSEHOLD COMPOSITION (ROSTER),Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIFAMIN3,RECODE - TOT FAM INCOME - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIFAMPMT,FAM RECEIVE PUBLIC ASSIST - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIFAMSOC,FAM RECEIVE SS OR RR PAYMENTS - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIFAMSSI,FAM RECEIVE SSI - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIFAMSVC,FAM REC WELFARE/JOB PL/CHILDCARE - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIFSTAMP,RESP/OTH FAM MEM REC FOOD STAMPS - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
IIPINC3,RECODE - RESP TOT INCOME - IMPUTATION INDICATOR,IMPUTED INCOME,Imputada,47299,100.0,True,False,False,Excluir: variable técnica o de control
